Region,Country ,Exchange,Name,Forex,Symbol,ISIN,SEDOL,Close(local),Mcap(local),Mcap(USD),Industry,Supersector,1 Day Close,1 Week Close,2 Week Close,1 Month Close,2 Month Close,3 Month Close,1 Day Change %,1 Day Change % (USD),1 Week Change %,1 Week Change % (USD),2 Week Change %,2 Week Change % (USD),1 Month Change %,1 Month Change % (USD),2 Month Change %,2 Month Change % USD,3 Month Change %,3 Month Change % (USD),RecScore
Asia Pacific,AU,ASX,Harvey Norman Holdings Ltd.,AUD,HVN.AX,AU000000HVN7,6173508,2.57,2267231893,1575272719,Consumer Services,Retail,2.6,2.45,2.44,1.94,2.13,2.54,-0.011538462,-0.011040281,0.048979592,0.042154887,0.053278689,0.107053979,0.324742268,0.409757892,0.20657277,0.318331122,0.011811024,0.016713138,0.609978796
Asia Pacific,AU,ASX,Wesfarmers Ltd.,AUD,WES.AX,AU000000WES1,6948836,18.85,18865731569,13107910294,Consumer Services,Retail,18.79,18.5,17.78,16.82,15.55,17.79,0.003193188,0.003698793,0.018918919,0.01228979,0.060179978,0.132839471,0.120689655,0.844263114,0.21221865,1.048218677,0.059584036,0.646488916,0.659043764
Asia Pacific,AU,ASX,Telstra Corp. Ltd.,AUD,TLS.AX,AU000000TLS2,6087289,3.21,11603229053,8061923546,Telecommunications,Telecommunications,3.25,3.15,3.01,3.68,3.79,3.73,-0.012307692,-0.011809899,0.019047619,0.012417653,0.066445183,0.12089269,-0.127717391,-0.071738465,-0.153034301,-0.074584419,-0.139410188,-0.135240724,0.34070251
Asia Pacific,AU,ASX,Qantas Airways Ltd.,AUD,QAN.AX,AU000000QAN2,6710347,1.745,1898117993,1318812381,Consumer Services,Travel & Leisure,1.85,1.72,1.65,1.6,2.45,2.52,-0.056756757,-0.056281366,0.014534884,0.007934277,0.057575758,0.111570435,0.090625,0.160616098,-0.287755102,-0.113901825,-0.307539683,-0.207725953,0.46876335
Asia Pacific,AU,ASX,Aristocrat Leisure Ltd.,AUD,ALL.AX,AU000000ALL7,6253983,3.41,1552674107,1078797969,Consumer Services,Travel & Leisure,3.65,3.67,3.83,3.74,3.75,3.93,-0.065753425,-0.065282568,-0.070844687,-0.07688981,-0.109660574,-0.082269239,-0.088235294,-0.048453313,-0.090666667,-0.025620183,-0.132315522,-0.144943051,0.159448677
Asia Pacific,AU,ASX,Tatts Group Ltd.,AUD,TTS.AX,AU000000TTS5,B0CRCP7,2.77,3505033505,2435297279,Consumer Services,Travel & Leisure,2.74,2.6,2.41,2.8,2.88,2.73,0.010948905,0.011458419,0.065384615,0.058453179,0.149377593,0.208059227,-0.010714286,0.052773341,-0.038194444,0.050892436,0.014652015,0.019567893,0.358476627
Asia Pacific,AU,ASX,TABCorp Holdings Ltd.,AUD,TAH.AX,AU000000TAH8,6873262,6.5,3800689139,2640718814,Consumer Services,Travel & Leisure,6.6,6.33,6.35,6.38,6.59,6.83,-0.015151515,-0.014655156,0.02685624,0.020175471,0.023622047,0.180291126,0.018808777,0.18940519,-0.013657056,0.182287062,-0.048316252,0.049097113,0.396854973
Asia Pacific,AU,ASX,Crown Ltd.,AUD,CWN.AX,AU000000CWN6,B29LCJ0,6.35,2911325417,2022788900,Consumer Services,Travel & Leisure,6.5,6,5.9,4.81,5.54,5.8,-0.023076923,-0.022584558,0.058333333,0.051447773,0.076271186,0.188271393,0.32016632,0.475741254,0.146209386,0.315537927,0.094827586,0.155615049,0.514016975
Asia Pacific,AU,ASX,Origin Energy Ltd.,AUD,ORG.AX,AU000000ORG5,6214861,14.8,13037982019,9058789907,Utilities,Utilities,14.97,14.6,13.5,13.2,14,15.86,-0.011356045,-0.010857773,0.01369863,0.007103465,0.096296296,0.152267857,0.121212121,0.193166154,0.057142857,0.15506032,-0.066834805,-0.062313721,0.315227326
Asia Pacific,AU,ASX,AGL Energy Ltd.,AUD,AGK.AX,AU000000AGK9,B0ZNPN1,14.96,6632577590,4608314910,Utilities,Utilities,14.47,14.67,14.01,13.23,14.65,15.3,0.033863165,0.034384228,0.019768234,0.01313358,0.067808708,0.122325831,0.130763416,0.203330405,0.02116041,0.115745011,-0.022222222,-0.017484995,0.508162604
Asia Pacific,AU,ASX,Goodman Group,AUD,GMG.AX,AU000000GMG2,B03FYZ4,0.325,827790598,575148907,Financials,Real Estate,0.355,0.3,0.36,0.24,0.715,0.72,-0.084507042,-0.084045638,0.083333333,0.076285122,-0.097222222,-0.051130777,0.354166667,0.441070608,-0.545454545,-0.503352443,-0.548611111,-0.546424181,0.559721469
Asia Pacific,AU,ASX,GPT Group,AUD,GPT.AX,AU000000GPT8,6365866,0.435,1943303253,1350207100,Financials,Real Estate,0.45,0.33,0.455,0.505,0.76,0.91,-0.033333333,-0.032846137,0.318181818,0.309605673,-0.043956044,0.027943961,-0.138613861,-0.062271536,-0.427631579,-0.360246414,-0.521978022,-0.508625095,0.322052817
Asia Pacific,AU,ASX,Mirvac Group,AUD,MGR.AX,AU000000MGR9,6161978,0.85,1437450585,998740666,Financials,Real Estate,0.95,0.77,0.855,0.9,1.145,1.32,-0.105263158,-0.104812214,0.103896104,0.09671411,-0.005847953,0.044908618,-0.055555556,0.005054372,-0.257641921,-0.188881282,-0.356060606,-0.35294079,0.319027748
Asia Pacific,AU,ASX,Stockland,AUD,SGP.AX,AU000000SGP0,6850856,3.09,4907944094,3410039556,Financials,Real Estate,3.3,3.1,2.8,2.71,3.64,4.06,-0.063636364,-0.06316444,-0.003225806,-0.009710861,0.103571429,0.198393851,0.140221402,0.253648985,-0.151098901,-0.041699523,-0.238916256,-0.209858089,0.402880855
Asia Pacific,AU,ASX,CFS Retail Property Trust,AUD,CFX.AX,AU000000CFX0,6361370,1.63,2213063213,1537636320,Financials,Real Estate,1.7,1.63,1.575,1.72,1.8,1.87,-0.041176471,-0.040693228,0,-0.006506042,0.034920635,0.087758652,-0.052325581,0.008491631,-0.094444444,-0.010567699,-0.128342246,-0.124119159,0.252020262
Asia Pacific,AU,ASX,Commonwealth Property Office Fund,AUD,CPA.AX,AU000000CPA7,6150664,0.905,1678993670,1166564802,Financials,Real Estate,0.86,0.865,0.945,0.95,0.86,1.18,0.052325581,0.05285595,0.046242775,0.039435876,-0.042328042,0.006566034,-0.047368421,0.013766919,0.052325581,0.321085379,-0.233050847,-0.114526896,0.295527831
Asia Pacific,AU,ASX,Westfield Group,AUD,WDC.AX,AU000000WDC7,B01BTX7,10,20980373541,14577163536,Financials,Real Estate,10.3,10.39,10.19,10.25,12.04,13.05,-0.029126214,-0.028636897,-0.037536092,-0.043797922,-0.018645731,0.031457448,-0.024390244,0.038219725,-0.169435216,0.045094822,-0.233716475,-0.113253025,0.262297534
Asia Pacific,AU,ASX,Dexus Property Group,AUD,DXS.AX,AU000000DXS1,B033YN6,0.75,2607609779,1811767274,Financials,Real Estate,0.765,0.73,0.755,0.7,0.76,0.745,-0.019607843,-0.01911373,0.02739726,0.020712971,-0.006622517,0.057814128,0.071428571,0.155170037,-0.013157895,0.092416389,0.006711409,0.024881304,0.401213887
Europe,BE,BRU,KBC Group N.V.,EUR,KBC.BR,BE0003565737,4497749,12.19,1784391458,2369136539,Financials,Banks,12.795,13,9.141,8.5,14.325,21.985,-0.047284095,-0.049360509,-0.062307692,-0.08241887,0.333552128,0.362333828,0.434117647,0.493335947,-0.14904014,-0.118361758,-0.445531044,-0.479537323,0.587837093
Europe,BE,BRU,Dexia S.A.,EUR,DEXI.BR,BE0003796134,7147610,2.6,1711537805,2272408744,Financials,Banks,2.858,2.549,2.093,1.75,2.455,2.901,-0.090272918,-0.092255639,0.020007846,-0.001868796,0.242236025,0.467458228,0.485714286,0.788941433,0.059063136,0.268794479,-0.103757325,0.48264015,0.738673998
Europe,BE,BRU,Solvay S.A.,EUR,SOLB.BR,BE0003470755,4821100,52.75,3127142538,4151907147,Basic Materials,Chemicals,50.52,47.9,42.605,44.775,55.4,54.71,0.044140934,0.041865263,0.10125261,0.077633468,0.238117592,0.264839554,0.178112786,0.226760006,-0.047833935,-0.013506918,-0.03582526,-0.094959312,0.469180925
Europe,BE,BRU,Umicore S.A.,EUR,UMI.BR,BE0003884047,4005001,13.905,1565313660,2078266946,Basic Materials,Chemicals,14.25,14.185,13.13,12.6,14.61,14.195,-0.024210526,-0.026337229,-0.019739161,-0.040763329,0.059025133,0.154228714,0.103571429,0.225985265,-0.04825462,0.051996233,-0.020429729,-0.019020314,0.416009362
Europe,BE,BRU,Groupe Bruxelles Lambert S.A.,EUR,GBLB.BR,BE0003797140,7097328,51.16,4243116241,5633585433,Financials,Financial Services,51.07,52.995,52.655,51.5,57.59,58.145,0.001762287,-0.000421022,-0.034625908,-0.055330792,-0.028392365,-0.007422416,-0.006601942,0.034417946,-0.111651328,-0.079625024,-0.120130708,-0.1740942,0.211087987
Europe,BE,BRU,Ackermans & Van Haaren N.V.,EUR,ACKB.BR,BE0003764785,5715774,36.18,811985051,1078072552,Financials,Financial Services,36.47,37.12,36,35.56,34.25,36,-0.007951741,-0.010113879,-0.025323276,-0.046227678,0.005,0.026690647,0.017435321,0.059447766,0.056350365,0.094433382,0.005,-0.056637916,0.31127975
Europe,BE,BRU,Compagnie Nationale a Portefeuille Cap,EUR,NAT.BR,BE0003845626,B1H4YG5,34.94,1176080400,1561481947,Financials,Financial Services,34.86,35.23,36.56,32.69,37,34.655,0.002294894,0.000110424,-0.008231621,-0.029502596,-0.044310722,-0.023684335,0.068828388,0.112962982,-0.055675676,-0.021631365,0.008223922,-0.053611721,0.261812813
Europe,BE,BRU,Sofina S.A.,EUR,SOF.BR,BE0003717312,4820301,52.69,1036596715,1376289459,Financials,Financial Services,52.18,55,52.7,48.95,51.75,45.31,0.00977386,0.00757309,-0.042,-0.062546727,-0.000189753,0.021388886,0.076404494,0.120851925,0.018164251,0.054870603,0.162877952,0.091557183,0.313987924
Europe,BE,BRU,Anheuser-Busch InBev N.V.,EUR,INTB.BR,BE0003793107,4755317,20.745,14393661247,19110464037,Consumer Goods,Food & Beverage,20.285,20.5,22.09,20.89,19.91,15.875,0.022676855,0.020447963,0.01195122,-0.009752628,-0.060887279,0.258371592,-0.00694112,0.356330028,0.041938724,0.415927973,0.306771654,0.608902396,0.561376971
Europe,BE,BRU,UCB S.A.,EUR,UCB.BR,BE0003739530,5596991,22.19,2086516794,2770268348,Health Care,Health Care,21.915,21.345,21.39,23.365,24.375,23.405,0.012548483,0.010341666,0.039587725,0.017291143,0.037400655,0.059790597,-0.050288894,-0.011072949,-0.089641026,-0.056821217,-0.051911985,-0.110059417,0.389928175
Europe,BE,BRU,Bekaert S.A. N.V.,EUR,BEKB.BR,BE0003780948,5827431,50.79,608216362,807528864,Industrials,Industrial Goods & Services,50.78,51,47.305,39.215,45.52,48.61,0.000196928,-0.001982969,-0.004117647,-0.025476857,0.073670859,0.096843612,0.295167665,0.348648374,0.115773286,0.155998589,0.044846739,-0.019235026,0.384599333
Europe,BE,BRU,Etablissementen Franz Colruyt N.V.,EUR,COLR.BR,BE0003775898,5806225,172.68,2229911919,2960654054,Consumer Services,Retail,169.205,167.51,171.44,173.1,173.25,152.71,0.020537218,0.01831299,0.030863829,0.008754353,0.007232851,-0.077842769,-0.002426343,-0.069065207,-0.003290043,-0.074552703,0.130770742,-0.048763583,0.215161196
Europe,BE,BRU,Delhaize Group,EUR,DELB.BR,BE0003562700,4262118,48.81,4894691547,6498681967,Consumer Services,Retail,47.8,46.705,49.795,45.19,50.4,44.43,0.021129707,0.018904188,0.045070121,0.022655955,-0.019781103,0.001374701,0.080106218,0.124706502,-0.031547619,0.003366544,0.098582039,0.031204619,0.284215155
Europe,BE,BRU,Belgacom S.A.,EUR,BCOM.BR,BE0003810273,B00D9P6,23.6,3290674689,4369028785,Telecommunications,Telecommunications,23.37,22.875,23.565,25.46,27.35,27.5,0.009841677,0.00764076,0.031693989,0.009566708,0.001485254,-0.09221603,-0.073055774,-0.143572212,-0.137111517,-0.206767639,-0.141818182,-0.285246861,0.194024423
Europe,BE,BRU,Mobistar S.A.,EUR,MSTAR.BR,BE0003735496,5541979,47.55,1343800448,1784163855,Telecommunications,Telecommunications,49.425,47.32,46.355,48.855,57.46,52.82,-0.037936267,-0.040033054,0.004860524,-0.016691246,0.025779312,-0.020985255,-0.026711698,-0.05316131,-0.172467804,-0.199008335,-0.099772813,-0.210547086,0.227996418
Europe,BE,BRU,Cofinimmo S.A.,EUR,COFB.BR,BE0003593044,4177988,80.25,868431111,1153015986,Financials,Real Estate,78.5,79.33,77.6,89.36,94.81,96.8,0.022292994,0.020064939,0.011597126,-0.010099127,0.034149485,0.160086285,-0.10194718,0.026852464,-0.153570298,-0.03704572,-0.170971074,-0.145493309,0.437954093
North America,CA,TOR,Magna International Inc. Cl A,CAD,MGa.TO,CA5592224011,2554475,33.54,3751792550,2981991456,Consumer Goods,Automobiles & Parts,34.88,34.49,29.36,33.09,34.33,34.9,-0.038417431,-0.052862379,-0.027544216,-0.047524331,0.142370572,0.155445433,0.013599275,0.00171628,-0.023011943,-0.037222396,-0.038968481,-0.06444271,0.32310952
North America,CA,TOR,Canadian Imperial Bank of Commerce,CAD,CM.TO,CA1360691010,2170525,45.88,17563788023,13960011146,Financials,Banks,46.82,48,46.09,45.91,46.63,49.75,-0.02007689,-0.03479735,-0.044166667,-0.063805256,-0.004556303,0.006836925,-0.000653452,-0.012369354,-0.016084066,-0.030395286,-0.077788945,-0.102234153,0.257702609
North America,CA,TOR,Bank of Nova Scotia,CAD,BNS.TO,CA0641491075,2076281,31.07,30764954740,24452533274,Financials,Banks,31.88,33.06,30.75,29,29.67,32.45,-0.025407779,-0.040048158,-0.060193587,-0.079502887,0.010406504,0.021970987,0.07137931,0.058818928,0.047185709,0.03195422,-0.042526965,-0.067906868,0.262461969
North America,CA,TOR,Royal Bank of Canada,CAD,RY.TO,CA7800871021,2754383,36.78,49209654248,39112708537,Financials,Banks,36.99,37.94,35.53,31.9,30.41,35.49,-0.00567721,-0.020613983,-0.030574591,-0.050492445,0.035181537,0.047029579,0.152978056,0.139461046,0.209470569,0.191878619,0.036348267,0.008877604,0.452552889
North America,CA,TOR,Toronto-Dominion Bank,CAD,TD.TO,CA8911605092,2897222,43.46,36802058380,29250930635,Financials,Banks,43.86,45.5,42.31,37.97,39.8,42.5,-0.009119927,-0.024004983,-0.044835165,-0.06446002,0.027180336,0.099388599,0.144587832,0.196987637,0.091959799,0.138689913,0.022588235,0.053405658,0.426238799
North America,CA,TOR,Bank of Montreal,CAD,BMO.TO,CA0636711016,2076009,32.99,17837818593,14177815517,Financials,Banks,33.41,34.12,32.32,28.85,33.25,30.9,-0.012571087,-0.027404299,-0.033118406,-0.052983993,0.020730198,0.115285824,0.143500867,0.220809006,-0.007819549,0.056234079,0.06763754,0.122766322,0.295903752
North America,CA,TOR,National Bank of Canada,CAD,NA.TO,CA6330671034,2077303,40.26,6434192160,5114010380,Financials,Banks,40.75,45.18,42.42,37.69,34.22,30.88,-0.01202454,-0.026865963,-0.108897742,-0.127206365,-0.050919378,-0.029002989,0.068187848,0.067820926,0.176504968,0.172742982,0.303756477,0.283812464,0.378770003
North America,CA,TOR,Barrick Gold Corp.,CAD,ABX.TO,CA0679011084,2024644,40.81,35527922931,28238225116,Basic Materials,Basic Resources,39.7,40.54,37.58,39.37,46.14,44.11,0.027959698,0.012517629,0.006660089,-0.014022789,0.085949973,0.098379079,0.036576073,0.024423709,-0.115517989,-0.128382926,-0.074812968,-0.099337061,0.412360247
North America,CA,TOR,Cameco Corp.,CAD,CCO.TO,CA13321L1085,2166160,21.55,7881244450,6264153280,Basic Materials,Basic Resources,21.64,22.21,20.05,18,20.34,20.94,-0.004158965,-0.019118545,-0.029716344,-0.049651831,0.074812968,0.145372844,0.197222222,0.246593223,0.059488692,0.100030182,0.02913085,0.055540506,0.447689036
North America,CA,TOR,Kinross Gold Corp.,CAD,K.TO,CA4969024047,B03Z841,22.91,15799469120,12557699098,Basic Materials,Basic Resources,22.06,22.3,20.22,20.99,21.73,22.17,0.038531278,0.022930403,0.02735426,0.006246199,0.133036597,0.203903421,0.09147213,0.133173394,0.054302807,0.091458845,0.033378439,0.056811253,0.47747787
North America,CA,TOR,Goldcorp Inc.,CAD,G.TO,CA3809564097,2676302,42.44,30964224000,24610916027,Basic Materials,Basic Resources,41.68,41.82,37.11,36.41,36.32,37.29,0.018234165,0.002938194,0.014825442,-0.006025202,0.143627055,0.187940438,0.165613842,0.183044142,0.168502203,0.182589645,0.138106731,0.13784619,0.334924549
North America,CA,TOR,Teck Cominco Ltd. Cl B,CAD,TCKb.TO,CA8787422044,2879327,7.05,3366459600,2675721973,Basic Materials,Basic Resources,7.73,6.64,5.28,4.52,4.74,6,-0.087968952,-0.101669534,0.061746988,0.039932292,0.335227273,0.371237942,0.559734513,0.56510802,0.487341772,0.488204774,0.175,0.161410682,0.621711699
North America,CA,TOR,Agnico-Eagle Mines Ltd.,CAD,AEM.TO,CA0084741085,2009823,72.47,11215747080,8914475285,Basic Materials,Basic Resources,69.84,69.27,61.88,61.72,65.5,61.24,0.037657503,0.022069753,0.046196044,0.024700859,0.171137686,0.280873662,0.174173688,0.254777408,0.106412214,0.178988561,0.183376878,0.245695056,0.344074683
North America,CA,TOR,Yamana Gold Inc.,CAD,YRI.TO,CA98462Y1007,2219279,11.77,8625585650,6855768907,Basic Materials,Basic Resources,11.3,11.4,10.27,10.83,9.94,9.36,0.04159292,0.025946053,0.03245614,0.011243256,0.146056475,0.214392045,0.086795937,0.125218615,0.184104628,0.222467336,0.257478632,0.282460007,0.414281267
North America,CA,TOR,Potash Corp. of Saskatchewan Inc.,CAD,POT.TO,CA73755L1076,2696980,101.95,30095741950,23920631045,Basic Materials,Chemicals,109.79,101.32,96.42,105.77,92.25,90.2,-0.071409054,-0.085358399,0.006217923,-0.01445587,0.057353246,0.035206022,-0.036116101,-0.07792251,0.105149051,0.054197139,0.130266075,0.065068895,0.208138859
North America,CA,TOR,Agrium Inc.,CAD,AGU.TO,CA0089161081,2213538,45.69,7208971855,5729819064,Basic Materials,Chemicals,47.47,47.27,47.02,43.8,41.08,40,-0.037497367,-0.051956135,-0.033425005,-0.053284293,-0.028285836,-0.017164202,0.043150685,0.030921243,0.112220058,0.096042634,0.14225,0.111972181,0.362244122
North America,CA,TOR,SNC-Lavalin Group Inc.,CAD,SNC.TO,CA78460T1057,2763884,32.05,4844037000,3850126773,Industrials,Construction & Materials,32.35,32.6,30.79,31.65,34.6,38.99,-0.00927357,-0.024156319,-0.016871166,-0.03707057,0.040922377,0.052836125,0.012638231,0.000766503,-0.073699422,-0.087172617,-0.177994358,-0.199783404,0.288081164
North America,CA,TOR,IGM Financial Inc.,CAD,IGM.TO,CA4495861060,2469375,30.41,3522988951,2800134285,Financials,Financial Services,30.8,30.68,31,27.93,32.5,34.14,-0.012662338,-0.02749418,-0.008800522,-0.029165746,-0.019032258,-0.007804713,0.088793412,0.076028875,-0.064307692,-0.077917492,-0.109256005,-0.13286711,0.274292914
North America,CA,TOR,Saputo Inc.,CAD,SAP.TO,CA8029121057,2112226,20.94,3596675968,2858702037,Consumer Goods,Food & Beverage,21.42,21.39,21.3,21.02,19.82,21.8,-0.022408964,-0.037094391,-0.021037868,-0.041151663,-0.016901408,0.005136607,-0.003805899,-0.004805448,0.056508577,0.052435126,-0.039449541,-0.054767768,0.323454068
North America,CA,TOR,Bombardier Inc. Cl B SV,CAD,BBDb.TO,CA0977512007,2109723,2.94,4207131180,3343902698,Industrials,Industrial Goods & Services,3,3,2.94,2.91,3.8,4.46,-0.02,-0.034721615,-0.02,-0.040135119,0,0.011445376,0.010309278,-0.001535146,-0.226315789,-0.237569155,-0.340807175,-0.358280513,0.367012142
North America,CA,TOR,Canadian Pacific Railway Ltd.,CAD,CP.TO,CA13645T1003,2793115,37.52,6294774223,5003198524,Industrials,Industrial Goods & Services,40.03,39.55,38.2,36.22,37.22,40.47,-0.062702973,-0.076783102,-0.051327434,-0.070818898,-0.017801047,0.087786991,0.035891773,0.120972054,0.008060183,0.087740117,-0.072893501,-0.011755646,0.421925962
North America,CA,TOR,Canadian National Railway Co.,CAD,CNR.TO,CA1363751027,2180632,45.2,21165442400,16822670110,Industrials,Industrial Goods & Services,45.24,44.36,44.01,40.85,42.97,44.01,-0.000884173,-0.015892947,0.018935978,-0.001999121,0.027039309,0.02740861,0.106487148,0.081529865,0.051896672,0.025235196,0.027039309,-0.011142929,0.391950944
North America,CA,TOR,Manulife Financial Corp.,CAD,MFC.TO,CA56501R1064,2492519,14.2,22946783585,18238511771,Financials,Insurance,15,16.26,13.49,14.18,20.36,20.35,-0.053333333,-0.067554213,-0.126691267,-0.144634303,0.052631579,0.064679343,0.001410437,-0.01032966,-0.302554028,-0.312698495,-0.302211302,-0.320707708,0.197414053
North America,CA,TOR,Sun Life Financial Inc.,CAD,SLF.TO,CA8667961053,2566124,22.84,12781524787,10158983259,Financials,Insurance,22.42,23.86,21.35,21.17,24.96,28.45,0.018733274,0.003429805,-0.042749371,-0.062417081,0.069789227,0.082033367,0.078885215,0.066236837,-0.084935897,-0.098245656,-0.197188049,-0.218468325,0.390311391
North America,CA,TOR,Fairfax Financial Holdings Ltd.,CAD,FFH.TO,CA3039011026,2566351,326,5493100000,4366013591,Financials,Insurance,322,309.25,300.7,320.5,398.9,377.9,0.01242236,-0.002786306,0.054163298,0.032504417,0.084137014,0.038838945,0.017160686,-0.047665266,-0.18275257,-0.237022193,-0.13733792,-0.204399438,0.235783604
North America,CA,TOR,Power Financial Corp.,CAD,PWF.TO,CA73927C1005,2697864,20.58,4728653511,3758417924,Financials,Insurance,20.41,19.79,18.8,19.73,22.63,23.85,0.00832925,-0.006817928,0.039919151,0.018552931,0.094680851,0.107209885,0.043081602,0.030852969,-0.090587715,-0.103815268,-0.137106918,-0.159979775,0.31730379
North America,CA,TOR,Power Corp. of Canada,CAD,POW.TO,CA7392391016,2697701,19.65,6237845290,4957950395,Financials,Insurance,19.96,19.24,19.35,18.84,21.15,22,-0.015531062,-0.03031981,0.021309771,0.0003259,0.015503876,0.0271267,0.042993631,0.03076603,-0.070921986,-0.084435579,-0.106818182,-0.130493907,0.310834295
North America,CA,TOR,Great-West Lifeco Inc.,CAD,GWO.TO,CA39138C1068,2384951,17.71,4879407747,3878240072,Financials,Insurance,17.98,17.46,16.05,17,18.5,20.7,-0.015016685,-0.02981316,0.014318442,-0.006521785,0.103426791,0.182573126,0.041764706,0.090913028,-0.042702703,-0.000401479,-0.144444444,-0.117483124,0.323199558
North America,CA,TOR,Shaw Communications Inc. Cl B NV,CAD,SJRb.TO,CA82028K2002,2801836,19.22,7427373656,5903408700,Consumer Services,Media,19.91,20,19,18.64,19.89,21.64,-0.034655952,-0.049157404,-0.039,-0.058744744,0.011578947,0.023156849,0.03111588,0.019027528,-0.033685269,-0.047740477,-0.111829945,-0.135372822,0.295567381
North America,CA,TOR,Thomson Reuters Corp.,CAD,TRI.TO,CA8849031056,2889371,32.4,6041829334,4802153426,Consumer Services,Media,31.2,32.26,30.95,32.25,30,35.09,0.038461538,0.022861711,0.00433974,-0.016295465,0.046849758,0.058831347,0.004651163,-0.007126928,0.08,0.064291221,-0.076660017,-0.10113515,0.296529194
North America,CA,TOR,Husky Energy Inc.,CAD,HSE.TO,CA4480551031,2623836,26.75,6625524530,5266084751,Oil & Gas,Oil & Gas,27.01,27.74,27.01,27.55,30.44,29.87,-0.009626064,-0.024503517,-0.035688536,-0.055501318,-0.009626064,0.001709138,-0.029038113,-0.040421245,-0.121222076,-0.134004047,-0.104452628,-0.128191057,0.344640691
North America,CA,TOR,EnCana Corp.,CAD,ECA.TO,CA2925051047,2793193,51.6,38867625593,30892680198,Oil & Gas,Oil & Gas,52,55.5,50.05,48.88,54.57,56.41,-0.007692308,-0.02259881,-0.07027027,-0.089372534,0.030969031,0.042768859,0.055646481,0.043270544,-0.054425509,-0.068179046,-0.085268569,-0.109515514,0.216756005
North America,CA,TOR,Enbridge Inc.,CAD,ENB.TO,CA29250N1050,2466149,36.35,12196288742,9693827239,Oil & Gas,Oil & Gas,36,38.91,37.9,38.96,40.24,39.5,0.009722222,-0.005445882,-0.065792855,-0.084987113,-0.040897098,-0.029919804,-0.066991786,-0.077929966,-0.09666998,-0.109809065,-0.079746835,-0.104140146,0.189815327
